title,price,location,condition,url
Huawei P smart 2018,99 lv.,"Boyana, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-p-smart-2018-CID632-ID8q6EV.html
Nemski statsionaren telefon s displey,10 lv.,"Dianabad, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/nemski-statsionaren-telefon-s-displey-CID632-ID83yIr.html
Huawei p smart 2019,160 lv.,"gr. Novi Iskar, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-p-smart-2019-CID632-ID8j63O.html
Samsung Galaxy A5,179 lv.,"7-mi 11-ti kilometar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a5-CID632-ID7VULg.html
Samsung a51 128 gb.,359 lv.,"Ayazmoto, gr. Stara Zagora, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/samsung-a51-128-gb-CID632-ID8q6r3.html
Huawei P20 Pro 6GB/128GB,400 lv.,"Tsentar, gr. Vidin, Oblast Vidin",izpolzvano,https://www.olx.bg/ad/huawei-p20-pro-6gb-128gb-CID632-ID8gfqE.html
"Google pixel 4a, chisto nov v kutiya, zaklyuchen kam EE UK",660 lv.,"Studentski grad, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/google-pixel-4a-chisto-nov-v-kutiya-zaklyuchen-kam-ee-uk-CID632-ID8q6rz.html
Huawei p30 pro,900 lv.,"gr. Provadiya, Oblast Varna",izpolzvano,https://www.olx.bg/ad/huawei-p30-pro-CID632-ID87zqt.html
Telefon Sony ericsson soni-erikson,35 lv.,"Tsentralna gara, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/telefon-sony-ericsson-soni-erikson-CID632-ID8q6rG.html
Xiaomi mi 5s 64gb,100 lv.,"Kuba, gr. Haskovo, Oblast Haskovo",izpolzvano,https://www.olx.bg/ad/xiaomi-mi-5s-64gb-CID632-ID8q6sl.html
Prodavam telefon zapazen na 2 mesetsa H27,150 lv.,"gr. Yablanitsa, Oblast Lovech",novo,https://www.olx.bg/ad/prodavam-telefon-zapazen-na-2-mesetsa-h27-CID632-ID8q6sS.html
Displey za Xiaomi redmi s2,75 lv.,"Bazar Levski, gr. Varna, Oblast Varna",novo,https://www.olx.bg/ad/displey-za-xiaomi-redmi-s2-CID632-ID8q6sQ.html
Statsionaren telefon Panasonic,4 lv.,"zh.gr. Zoopark, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/statsionaren-telefon-panasonic-CID632-ID8mpiV.html
Samsung Galaxy A50,300 lv.,"Buzludzha, gr. Veliko Tarnovo, Oblast Veliko Tarnovo",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a50-CID632-ID8q6t6.html
Samsung Galaxy J5,160 lv.,"Storgoziya, gr. Pleven, Oblast Pleven",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-j5-CID632-ID80Qq6.html
SAMSUNG Galaxy A70,450 lv.,"Karshiyaka, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a70-CID632-ID8q6ux.html
"Smartfon xiaomi redmi 8, Dual SIM, 64 GB, 4G, Sapphire Blue",230 lv.,"Zapaden, gr. Plovdiv, Oblast Plovdiv",novo,https://www.olx.bg/ad/smartfon-xiaomi-redmi-8-dual-sim-64-gb-4g-sapphire-blue-CID632-ID8haf6.html
Real me 7 realme 7,399 lv.,"Troshevo, gr. Varna, Oblast Varna",novo,https://www.olx.bg/ad/real-me-7-realme-7-CID632-ID8q6uG.html
Faks Panasonic-dva modela,20 lv.,"Mladost 2, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/faks-panasonic-dva-modela-CID632-ID8hWiH.html
Xiaomi Mi A2 (Mi 6X) 4GB RAM 64GB,230 lv.,"Strelbishte, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/xiaomi-mi-a2-mi-6x-4gb-ram-64gb-CID632-ID8q6wy.html
PRodavam raboteshta telefonna tsentrala ELTA - 24 tsena 20 leva vtora upa,20 lv.,"Druzhba 2, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/prodavam-rabotescha-telefonna-tsentrala-elta-24-tsena-20-leva-vtora-upa-CID632-ID8oowI.html
Huawei P20 Pro 128GB 6GB RAM,350 lv.,"Kyuchuk Parizh, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-p20-pro-128gb-6gb-ram-CID632-ID8q6w3.html
Telefoni s radiostantsii,35 lv.,"Divdyadovo, gr. Shumen, Oblast Shumen",novo,https://www.olx.bg/ad/telefoni-s-radiostantsii-CID632-ID8q6j7.html
"LenovoA1000-2SIM,nov original.bateriya,protektor,kalaf,slushalki,zaryadno",100 lv.,"Slatina, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/lenovoa1000-2sim-nov-original-bateriya-protektor-kalaf-slushalki-zaryadno-CID632-ID7tIzt.html
Sony Ericsson C903 Cyber-shot,60 lv.,"Krasno selo, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/sony-ericsson-c903-cyber-shot-CID632-ID7wdSt.html
Sony Z5 premium za chasti,100 lv.,"gr. Kazanlak, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/sony-z5-premium-za-chasti-CID632-ID8mvP0.html
Samsung galaxy S6 edge,70 lv.,"Lyulin 7, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s6-edge-CID632-ID8q6jP.html
Retro domashen telefon,7 lv.,"gr. Aytos, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/retro-domashen-telefon-CID632-ID7CKDt.html
Huawei p20 lite raboti otlichno,250 lv.,"Borovo, gr. Gabrovo, Oblast Gabrovo",izpolzvano,https://www.olx.bg/ad/huawei-p20-lite-raboti-otlichno-CID632-ID8o9Aq.html
Telefon Alfa 20 model 5029y,100 lv.,"Lyulin 8, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/telefon-alfa-20-model-5029y-CID632-ID8mLRC.html
GSM TV Telefon s analogova televiziya,50 lv.,"Mladost 4, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/gsm-tv-telefon-s-analogova-televiziya-CID632-ID59HDg.html
Samsung Galaxy s9 Edge,400 lv.,"Hadzhi Dimitar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s9-edge-CID632-ID8omZs.html
Huawei P30 Za  chasti,100 lv.,"Geo Milev, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-p30-za-chasti-CID632-ID8olF5.html
Samsung Galaxy S20,1190 lv.,"7-mi 11-ti kilometar, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/samsung-galaxy-s20-CID632-ID8q6ni.html
Appel ipod 32 gb,50 lv.,"gr. Asenovgrad, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/appel-ipod-32-gb-CID632-ID8oerw.html
Statsionarni domashni telefoni PANASONIC,15 lv.,"Reduta, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/statsionarni-domashni-telefoni-panasonic-CID632-ID7OZSH.html
Huawei P Smart 2019 telefon,230 lv.,"gr. Sopot, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-p-smart-2019-telefon-CID632-ID8mbtf.html
Samsung Note 8 Po Dogovaryane,130 lv.,"gr. Gotse Delchev, Oblast Blagoevgrad",izpolzvano,https://www.olx.bg/ad/samsung-note-8-po-dogovaryane-CID632-ID8opul.html
Huawei P20 Pro twilight,550 lv.,"Buzludzha, gr. Veliko Tarnovo, Oblast Veliko Tarnovo",izpolzvano,https://www.olx.bg/ad/huawei-p20-pro-twilight-CID632-ID8q6p6.html
Huawei nova 5t kato nov,300 lv.,"Varosha, gr. Targovishte, Oblast Targovishte",izpolzvano,https://www.olx.bg/ad/huawei-nova-5t-kato-nov-CID632-ID8q67P.html
Samsung galaxy note 20 ultra,1650 lv.,"Buzludzha, gr. Veliko Tarnovo, Oblast Veliko Tarnovo",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-note-20-ultra-CID632-ID8mz6N.html
ASUS zenfone 3  ZE552KL,300 lv.,"gr. Troyan, Oblast Lovech",izpolzvano,https://www.olx.bg/ad/asus-zenfone-3-ze552kl-CID632-ID8owOJ.html
"Novogodishni namaleniya!!! evtini i gotini telefoni Xiaomi ,Lenovo",1 lv.,"Druzhba 2, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/novogodishni-namaleniya-evtini-i-gotini-telefoni-xiaomi-lenovo-CID632-ID8q68J.html
P40 lite barter za drug,10 lv.,"Badema, gr. Haskovo, Oblast Haskovo",izpolzvano,https://www.olx.bg/ad/p40-lite-barter-za-drug-CID632-ID8q68S.html
Samsung galaxy S4 schupen displey.vsichko dr e nared..padna na zemyata...,30 lv.,"Zapad, gr. Silistra, Oblast Silistra",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s4-schupen-displey-vsichko-dr-e-nared-padna-na-zemyata-CID632-ID8o6RW.html
Prodavam Samsung A50 s garantsiya,350 lv.,"Zapaden, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/prodavam-samsung-a50-s-garantsiya-CID632-ID8h24C.html
Chisto nov Motorola g9 play mozhe i barter s doplashtane ot men.,300 lv.,"gr. Balchik, Oblast Dobrich",novo,https://www.olx.bg/ad/chisto-nov-motorola-g9-play-mozhe-i-barter-s-doplaschane-ot-men-CID632-ID8q6an.html
Keys za samsung,10 lv.,"OU P. R. Slaveykov, gr. Yambol, Oblast Yambol",izpolzvano,https://www.olx.bg/ad/keys-za-samsung-CID632-ID8q69W.html
Nokia 3.1 plus Android one,100 lv.,"KTM, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/nokia-3-1-plus-android-one-CID632-ID8q6bx.html
Samsung A10 dual sim,210 lv.,"Meditsinska akademiya, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-a10-dual-sim-CID632-ID8lmcF.html
Nokiya 3.2 perfekten!,160 lv.,"gr. Nova Zagora, Oblast Sliven",izpolzvano,https://www.olx.bg/ad/nokiya-3-2-perfekten-CID632-ID8q6aj.html
Samsung J3 2016g,100 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-j3-2016g-CID632-ID8km1e.html
"Alcatel 3080-chisto nov, nerazpechatvan!!! Nokia 150 chisto nova!!!",55 lv.,"Kyuchuk Parizh, gr. Plovdiv, Oblast Plovdiv",novo,https://www.olx.bg/ad/alcatel-3080-chisto-nov-nerazpechatvan-nokia-150-chisto-nova-CID632-ID7WpiY.html
Samsung S8 370lv,370 lv.,"Stochna gara, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/samsung-s8-370lv-CID632-ID8q6dW.html
Motorola Moto Mod Hasselblad True Zoom,300 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/motorola-moto-mod-hasselblad-true-zoom-CID632-ID8khuW.html
Telefon nokiya 6303,35 lv.,"s. Leshtak, Oblast Smolyan",izpolzvano,https://www.olx.bg/ad/telefon-nokiya-6303-CID632-ID8q6e9.html
Statsionaren telefon,5 lv.,"Ilinden, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/statsionaren-telefon-CID632-ID7Z39E.html
Nokia nokia 8310,60 lv.,"Trakiya, gr. Shumen, Oblast Shumen",izpolzvano,https://www.olx.bg/ad/nokia-nokia-8310-CID632-ID8q5Zg.html
Prodavam Redmi 9a Granite Gray 32 GB,200 lv.,"Vladislav Varnenchik, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/prodavam-redmi-9a-granite-gray-32-gb-CID632-ID8q5Zc.html
HTC One E9+ dual sim,199 lv.,"Industrialna zona - Trakiya, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/htc-one-e9-dual-sim-CID632-ID7HW09.html
Samsung galaxy note 3,160 lv.,"gr. Razlog, Oblast Blagoevgrad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-note-3-CID632-ID8q60a.html
Telefon,40 lv.,"gr. Troyan, Oblast Lovech",izpolzvano,https://www.olx.bg/ad/telefon-CID632-ID8q5Z4.html
Samsung S5 staklen protektor,4 lv.,"Avtogara, gr. Varna, Oblast Varna",novo,https://www.olx.bg/ad/samsung-s5-staklen-protektor-CID632-ID8mxNa.html
Motorola ES 400 - mobilen kompyutar,100 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/motorola-es-400-mobilen-kompyutar-CID632-ID8kz36.html
Bezzhichno zaryadno za Samsung galaxy note 8,85 lv.,"gr. Laki, Oblast Plovdiv",novo,https://www.olx.bg/ad/bezzhichno-zaryadno-za-samsung-galaxy-note-8-CID632-ID8lqIS.html
HUAWEI MATE 20 lite 64gb blue,305 lv.,"Hristo Smirnenski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-mate-20-lite-64gb-blue-CID632-ID8ouMc.html
Prodavam telefon v garantsiya 180lv.,180 lv.,"gr. Popovo, Oblast Targovishte",izpolzvano,https://www.olx.bg/ad/prodavam-telefon-v-garantsiya-180lv-CID632-ID8q614.html
Huawei honor play,300 lv.,"Malinova dolina, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-honor-play-CID632-ID8q60j.html
Chisto nov/Xiaomi Mi 10T PRO-8GB RAM/256GB/24M.Gar.,999 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/chisto-nov-xiaomi-mi-10t-pro-8gb-ram-256gb-24m-gar-CID632-ID8oD5r.html
Otlichen/Oneplus 7 Pro-8GB/256GB-Gray,719 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/otlichen-oneplus-7-pro-8gb-256gb-gray-CID632-ID8mJKF.html
Samsung Galaxy S5,70 lv.,"Ovcharski, gr. Haskovo, Oblast Haskovo",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s5-CID632-ID8q61F.html
Mobilen telefon,55 lv.,"Rodina 2, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/mobilen-telefon-CID632-ID7Q7wO.html
Cat s41 raboti perfektno,300 lv.,"Rimska grobnitsa, gr. Silistra, Oblast Silistra",izpolzvano,https://www.olx.bg/ad/cat-s41-raboti-perfektno-CID632-ID8oEwR.html
Nokia Nokia 6100,150 lv.,"Trakiya, gr. Shumen, Oblast Shumen",izpolzvano,https://www.olx.bg/ad/nokia-nokia-6100-CID632-ID8q5YK.html
Nokia 2 kato nov,70 lv.,"Slatina, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/nokia-2-kato-nov-CID632-ID8i2Y1.html
Bateriya za banya dalzhina 21 sm,60 lv.,"Tsentar, gr. Varna, Oblast Varna",novo,https://www.olx.bg/ad/bateriya-za-banya-dalzhina-21-sm-CID632-ID77G0Z.html
Samsung A10 32GB,220 lv.,"Ladovitsa, gr. Pernik, Oblast Pernik",novo,https://www.olx.bg/ad/samsung-a10-32gb-CID632-ID8q5Sj.html
Samsung galaxy s9 plus,580 lv.,"gr. Asenovgrad, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s9-plus-CID632-ID8q5Sn.html
Prodavam klasicheski mobilni telefoni s kopcheta - kato novi,12345 lv.,"Tsentar, gr. Burgas, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/prodavam-klasicheski-mobilni-telefoni-s-kopcheta-kato-novi-CID632-ID8oEtP.html
Samsung Galaxy s10e,600 lv.,"Poroyni, gr. Haskovo, Oblast Haskovo",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s10e-CID632-ID8klbA.html
IPad Air 3 ( 17 mesetsa ostavashta garantsiya ),1000 lv.,"Karshiyaka, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/ipad-air-3-17-mesetsa-ostavascha-garantsiya-CID632-ID8owyt.html
Telefon statsionaren Panasonic- 2 broya,10 lv.,"Druzhba 2, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/telefon-statsionaren-panasonic-2-broya-CID632-ID6zwSX.html
Samsung Galaxy Note 10 Lite,650 lv.,"Akatsiya, gr. Veliko Tarnovo, Oblast Veliko Tarnovo",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-note-10-lite-CID632-ID8q5Uh.html
Huawei P9 s kutiya,150 lv.,"Akatsiya, gr. Veliko Tarnovo, Oblast Veliko Tarnovo",izpolzvano,https://www.olx.bg/ad/huawei-p9-s-kutiya-CID632-ID8onJf.html
Huawei y6,150 lv.,"gr. Karlovo, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-y6-CID632-ID8q5UW.html
Huawei P8 Champagne Gold,199 lv.,"Zona B-19, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-p8-champagne-gold-CID632-ID7qMZN.html
Nokia 3 smartfon,30 lv.,"gr. Karnobat, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/nokia-3-smartfon-CID632-ID8q5Wd.html
"Samsung A6 + 3 podaraka, izpolzvan 1 sedmitsa",199 lv.,"Lyulin 1, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-a6-3-podaraka-izpolzvan-1-sedmitsa-CID632-ID8q5Uz.html
Prodavam  Samsung A5 2017,150 lv.,"Tsentar, gr. Pazardzhik, Oblast Pazardzhik",izpolzvano,https://www.olx.bg/ad/prodavam-samsung-a5-2017-CID632-ID8q5WP.html
Huawei P Smart 2021 128 GB,190 lv.,"Ladovitsa, gr. Pernik, Oblast Pernik",novo,https://www.olx.bg/ad/huawei-p-smart-2021-128-gb-CID632-ID8q5Vt.html
Samsung S10 Plus NOV 24m. garantsiya A1,967 lv.,"Tsentar, gr. Plovdiv, Oblast Plovdiv",novo,https://www.olx.bg/ad/samsung-s10-plus-nov-24m-garantsiya-a1-CID632-ID8ow2b.html
Samsung Galaxy S8 64GB G950F,200 lv.,"Druzhba 2, gr. Dobrich, Oblast Dobrich",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s8-64gb-g950f-CID632-ID8q5VB.html
Huawei P20 - pink gold,300 lv.,"Sini kamani, gr. Sliven, Oblast Sliven",izpolzvano,https://www.olx.bg/ad/huawei-p20-pink-gold-CID632-ID8q5VP.html
Huawei P20 Lite 64gb,250 lv.,"Mladost, gr. Gabrovo, Oblast Gabrovo",izpolzvano,https://www.olx.bg/ad/huawei-p20-lite-64gb-CID632-ID8q5Vy.html
Huwawei mate 10 lite za chasti,65 lv.,"gr. Ihtiman, Oblast Sofiya-oblast",novo,https://www.olx.bg/ad/huwawei-mate-10-lite-za-chasti-CID632-ID8q5VI.html
Nokia 8310 kato nova,165 lv.,"gr. Pavlikeni, Oblast Veliko Tarnovo",novo,https://www.olx.bg/ad/nokia-8310-kato-nova-CID632-ID8kBUI.html
"Nokiya 3110,6110 i soni",110 lv.,"Zdravets, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/nokiya-3110-6110-i-soni-CID632-ID86pG6.html
Nokia 6210 kato nova,165 lv.,"gr. Pavlikeni, Oblast Veliko Tarnovo",novo,https://www.olx.bg/ad/nokia-6210-kato-nova-CID632-ID8kBYZ.html
Bezzhichen statsionaren telefon,30 lv.,"gr. Gorna Oryahovitsa, Oblast Veliko Tarnovo",novo,https://www.olx.bg/ad/bezzhichen-statsionaren-telefon-CID632-ID8mz9N.html
Husqvarna 40,50 lv.,"gr. Panagyurishte, Oblast Pazardzhik",izpolzvano,https://www.olx.bg/ad/husqvarna-40-CID632-ID8q5MN.html
Samsung Galaxy 7edge,85 lv.,"Avtogara, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-7edge-CID632-ID86oSB.html
"Samsung NOTE 4,  910c",200 lv.,"Druzhba 2, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/samsung-note-4-910c-CID632-ID8dsVq.html
Huawei Nova Smart,120 lv.,"Trakiya, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-nova-smart-CID632-ID8q5N4.html
Chisto Nov Realme 7 s podarak slushalki Realme Buds,399 lv.,"Lozenets, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/chisto-nov-realme-7-s-podarak-slushalki-realme-buds-CID632-ID8q5MZ.html
Samsung Galaxy S7,180 lv.,"Hladilnika, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s7-CID632-ID8q5Nc.html
Huawei p smart z 2019,260 lv.,"Tsentar, gr. Veliko Tarnovo, Oblast Veliko Tarnovo",izpolzvano,https://www.olx.bg/ad/huawei-p-smart-z-2019-CID632-ID8q5O8.html
Huawei P smart 2019 (schupen),50 lv.,"Kolyu Ficheto, gr. Veliko Tarnovo, Oblast Veliko Tarnovo",izpolzvano,https://www.olx.bg/ad/huawei-p-smart-2019-schupen-CID632-ID8q5Na.html
Samsung galaxy s3,35 lv.,"Svoboda, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s3-CID632-ID8ow5m.html
Xiaomi redmi note 7,320 lv.,"gr. Troyan, Oblast Lovech",izpolzvano,https://www.olx.bg/ad/xiaomi-redmi-note-7-CID632-ID8fPZJ.html
Samsung galaxy a 10,70 lv.,"Asparuhovo, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a-10-CID632-ID8q5P7.html
Alpfa  mobilen telefon,150 lv.,"Metalurg, gr. Vratsa, Oblast Vratsa",novo,https://www.olx.bg/ad/alpfa-mobilen-telefon-CID632-ID8erah.html
Statsionaren telefon,15 lv.,"Tsentar, gr. Stara Zagora, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/statsionaren-telefon-CID632-ID8997m.html
"Telefon, statsionaren, marka nippon",13 lv.,"Mladost 2, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/telefon-statsionaren-marka-nippon-CID632-ID8mgf0.html
Lentov kabel za mikrofon Sony,15 lv.,"Tsentar, gr. Stara Zagora, Oblast Stara Zagora",novo,https://www.olx.bg/ad/lentov-kabel-za-mikrofon-sony-CID632-ID8hWhq.html
Samsung galaxy A51,500 lv.,"Chataldzha, gr. Varna, Oblast Varna",novo,https://www.olx.bg/ad/samsung-galaxy-a51-CID632-ID8q5Pe.html
Motorola,10 lv.,"Tsentar, gr. Stara Zagora, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/motorola-CID632-ID7Hdah.html
Nokia 3120 + zaryadno,30 lv.,"Makedonski, gr. Stara Zagora, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/nokia-3120-zaryadno-CID632-ID8dBLl.html
Samsung S9+ 128gb,430 lv.,"Lyulin 2, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-s9-128gb-CID632-ID8aWoX.html
Samsung Galaxy S 10,620 lv.,"gr. Karlovo, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s-10-CID632-ID8oo5J.html
Samsung j6 perfekten,160 lv.,"Stariyat grad, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/samsung-j6-perfekten-CID632-ID8q5AD.html
UMIDIGI A7 pro 128 GB,330 lv.,"gr. Petrich, Oblast Blagoevgrad",novo,https://www.olx.bg/ad/umidigi-a7-pro-128-gb-CID632-ID8q5BG.html
Sony M5 E5603,100 lv.,"Tsvetnitsa, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/sony-m5-e5603-CID632-ID83yDk.html
Mobilen telefon nov. .,65 lv.,"gr. Asenovgrad, Oblast Plovdiv",novo,https://www.olx.bg/ad/mobilen-telefon-nov-CID632-ID8q5C1.html
Honor 8x 128GB + protektor/keys,350 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/honor-8x-128gb-protektor-keys-CID632-ID8m1tA.html
Samsung Galaxy J5 2015,145 lv.,"gr. Harmanli, Oblast Haskovo",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-j5-2015-CID632-ID8jkG9.html
Samsung S9 dobro sastoyanie,350 lv.,"s. Miryantsi, Oblast Pazardzhik",izpolzvano,https://www.olx.bg/ad/samsung-s9-dobro-sastoyanie-CID632-ID8q5Cz.html
Asus zenmax 4 zc520kl,250 lv.,"Badema, gr. Haskovo, Oblast Haskovo",novo,https://www.olx.bg/ad/asus-zenmax-4-zc520kl-CID632-ID8krC8.html
Samsung galaxy j5,100 lv.,"Nevyastata, gr. Smolyan, Oblast Smolyan",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-j5-CID632-ID8q5E6.html
Sony Xperia Z1 Sony,110 lv.,"Nadezhda 1, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/sony-xperia-z1-sony-CID632-ID8gEvj.html
Samsung galaksi model 2014g,50 lv.,"Zdravets, gr. Lovech, Oblast Lovech",izpolzvano,https://www.olx.bg/ad/samsung-galaksi-model-2014g-CID632-ID8q5D2.html
Samsung model GT-E 9301i,50 lv.,"Ovcha kupel 1, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-model-gt-e-9301i-CID632-ID8q5F4.html
Huawei P9 lite bez zabelezhki,120 lv.,"Zheleznik - iztok, gr. Stara Zagora, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/huawei-p9-lite-bez-zabelezhki-CID632-ID8q5E2.html
Telefon Samsung j3,45 lv.,"Metalurg, gr. Vratsa, Oblast Vratsa",izpolzvano,https://www.olx.bg/ad/telefon-samsung-j3-CID632-ID8q5EG.html
"Smartfon Prestigio 5520 Muze B5, Zlatist",99 lv.,"s. Banite, Oblast Smolyan",izpolzvano,https://www.olx.bg/ad/smartfon-prestigio-5520-muze-b5-zlatist-CID632-ID8q5EP.html
"Telefon Lenovo, mnogo dobro sastoyanie.",50 lv.,"Belomorski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/telefon-lenovo-mnogo-dobro-sastoyanie-CID632-ID8q5Fe.html
Huawei p30 pro,850 lv.,"gr. Asenovgrad, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-p30-pro-CID632-ID8q5Fd.html
Samsung galaxy S7 Edge,270 lv.,"gr. Karlovo, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s7-edge-CID632-ID8q5FU.html
Huawei za chasti,10 lv.,"s. Glozhene, Oblast Vratsa",izpolzvano,https://www.olx.bg/ad/huawei-za-chasti-CID632-ID7Zkto.html
Samsung Galaxy S Duos,50 lv.,"7-mi 11-ti kilometar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s-duos-CID632-ID7KcjA.html
